review_text,review_score
"Depth delivers thrills, making you feel like a dangerous hunter or a target. It's a nice change of pace from more traditional multiplayer games. It's only a shame that there's not more content.",7
"It's fun, it's got appeal to comic book fans, it's got appeal to game fans far beyond the limits of Street Fighter, the online play is well put together, and the game constantly looks and sounds great.",8
"It's a game that's just incredible fun, mixing in all sorts of gaming ideas with the thrill of the real sport, painting a final touch of extreme excess and color for scintillating effect. [Nov 2003, p.86]",8
"Diablo 2: Resurrected is, if anything, a faithful remaster of the original game. The visual overhaul and fantastic cinematics maintain the dark tone of Sanctuary’s horrifying demons and tales. Unfortunately, that alone doesn’t hold up after 20 years of innovation. Annoying gameplay mechanics, constant selling and buying, restrictive controls, regressive character art, and finicky UI poorly date this adventure. More quality of life changes should be here to truly bring the classic back to life. Diablo fans may love this remaster; others will likely not.",7
"This game has it all: monsters to capture and raise, upgradeable items and spells, and incredibly rich character customization. I got sucked in to this as badly as I did with both ""Final Fantasy Tactics,"" so that's saying a lot: 50-some great hours, lots. [June 2004, p.97]",9
"How these french bakers succeeded to create a good mix between an epic story, billiards, squids and rpg games, it's still a mystery. Anyway, they did it. This is one of the best indie games on Wii U e-shop.",9
"I wanted to love this game, I really did; the first stage showed so much promise but the lack of content and variety cemented this as an average game with a killer soundtrack and lofty aspirations.",6
"Underneath the intriguing concept and gorgeous graphics, The Waylanders has a somewhat meaty tactical experience wrapped around the bare bones of an RPG. And while it may be light on the actual role-playing elements, there’s enough of a unique spin in terms of story, setting, and battle system that those who prefer mechanics above anything else might have a good time. This is by no means Baldur’s Gate nor Dragon’s Age: like King Ith’s Tuatha de Danaan, those gods aren’t here. I can recommend The Waylanders, but only if expectations are managed accordingly.",6
"Although some may have fun with Rabbids: Alive and Kicking, the overall package is far from optimal. When your load times last longer then your mini games that poses a major issue. If you were looking at buying this game because you enjoyed the Rabbids games that are on the Wii, Alive and Kicking kicking doesn't live up to the bar set out before it.",5
"Although Hard West 2 delivers on some awesome visuals and sound design, its gameplay didn’t hook me and its characters never grew on me. For those looking to scratch the itch of a turn-based tactics game until a wave of games releases in the fall of 2022, then this could be right up your alley.",5
This could be that rare case in which a game inspires players to give their well worn controllers a break and pick up a paperback for a few nights instead. That alone makes Metro: Last Light worth putting on your wish list.,7
"Purists will decry the changes made to Majora’s Mask no matter how slight they may be, but I am seated firmly in the “change is good” camp. It’s everything you remember, but without the boredom or frustration related to the passage of time.",8
"Xenoblade Chronicles: Definitive Edition is a generous and inspiring remaster, finally bringing the game’s visuals in line with its outstanding narrative. It truly feels like this is now the game Monolith Soft always intended it to be, cementing its position as one of the greatest RPGs of all time.",10
"From a presentation standpoint, Showdown is an excellent additional to the Shovel Knight kingdom, but with multiplayer being restricted to couch only, it doesn’t hold up as well as its platforming brethren.",7
"With nothing in common with the original, Yars' Revenge is a terrible bad incarnation of the original classic. Hopefully Atari will learn from this mistake and do something better the next time they decide to to a HD remake of one of their classics.",5
"Concord is too daring a gamble for Firewalk and PlayStation Studios, who are releasing a 100% multiplayer pay-to-play game in a pool of already famous free-to-play games. While the game isn't fundamentally bad, it's slower and less dynamic than its rivals, which will hold some players back, and in no way revolutionizes the genre, which might have justified the entry fee. The game aims to be that “hero-shooter for casuals par excellence”, but does this genre have a place in today's ecosystem, and a paying one at that? Unfortunately, it's hard to see a bright future for Concord without some radical rethinking.",3
"I was really pleasantly surprised at the tremendous amount of content I was able to get for such a small price and even more pleasantly surprised at how much fun I had with it. If you're looking for something to workout your mental muscles and don't want a plot driven game, then I can't more highly recommend Quarrel.",4
"Quarrel is an interesting mix between Risk and Scrabble where you must conquer the enemy territory using anagrams. It's a nice game that can keep you playing for a long time, if you tolerate its frustrating AI that sometimes gives the sensation of cheating.",8
"The biggest problem with Grand Theft Auto Advance is that the game is so big and there is no in-game map to be found. There is the typical radar which has your mission points, but you won't be able to know where the hospital is, for example.",8
"And holy cow, if it's sheer bat-guano crazy you're after, you'll love Versus mode. Pick from 45 (!) unlockable characters and square off against 11 other nutjobs (humans or bots) in completely ridiculous battle royales over Live. We'd happily pay 10 bucks just to listen to the chaos in each wild melee.",4
"Shovel Knight Showdown proves that Yacht Club Games is capable of making more than just platformers, as it’s delivered an entertaining and content-rich multiplayer brawler that’s sure to be a house favourite to many. Plenty of game modes, a long cast of characters, and a bevvy of unlockables ensure that this is a release that you’ll be playing for quite some time – although we would add that it’s a game which is best enjoyed with others on hand. Though single-player options are present, they fail to provide enough of a reason to justify this release as a standalone product, and we’d sooner direct you to one of the other Shovel Knight campaigns if you intend on mostly playing alone. Either way, Yacht Club Games continues to impress with its support for Shovel Knight, and we’d highly recommend you experience Shovel Knight Showdown one way or another.",9
"I'm totally for the idea of a nonviolent FPS, but this one just doesn't work on any level. It's like ""Catechumen's"" long lost pagan brother. It doesn't even make a good game for your kid brother or son who's hopped up on Atlantis fever. This is one empire that deserves to stay lost.",9
"Phantasy Reverie Series is a relatively no-frills remaster collection. There's a couple of quality of life improvements and the games have a fresh lick of high definition paint, but if you didn't like Klonoa back in the day then you're not going to like it now. If you didn't play Klonoa at the time then you won't have the prerequisite nostalgia goggles necessary to gaze upon these games and see them for anything more than what they are — a couple of pretty good platformers and little else, and that's fine.",2
"Jurassic World Evolution was never a perfect game, but there were some fans of the Jurassic Park franchise that felt it was worth their time. Despite the shallow simulation aspects and repetitive tasks forced on them, many players still enjoyed creating and admiring the various dinosaurs in their park. Because of the poor graphics on the Nintendo Switch version of Jurassic World Evolution, however, there is little here to keep players entertained - and those interested in the premise are better off revisiting its previous platforms instead.",6
"One of the big problems with making a cheap side-scroller is with the addition of garbage AI, the game is just a lot of run from Point A to Point B, with the beat-up people areas providing barriers.",4
"It uses many stereotypes, brings them to the maximum and keeps us in a world of political incorrectness, showing us hard environment were life is worth nothing: Wild West from cinema and literature enters Call of Juarez: Bound in Blood, turns into a videogame and is still recognizable in all its elements, making the most of the spectacle of the medium.",3
"Rollerdrome is an incredible arcade shooter that combines fluid movement with addicting mechanical loops which encourage you to pull off visually appealing stunts with ease. Though your mileage may vary be you a high-score chaser or not, it never fails to be fun, and Rollerdrome is more than worth a look for any arcade shooter lover.",7
"The phrase ""one for the fans"" has never been applied more honestly than in this case; it may be flawed, but we're happy to recommend Rise of a Ninja to Naruto fans - albeit with a few reservations. Believe it.",9
"Concord provides a highly enjoyable and satisfying FPS experience, but needs more time in the oven if it wants to succeed in the highly competitive hero shooter and live-service market.",6
"Although it could have been much better than it actually is, Final Fantasy XIII-2 proves to be a well-crafted product that compensates for gamers' disappointment over Final Fantasy XIII.",7
Trek to Yomi is presented like a very different type of video game experience and that's largely attributed to its presentation. Flying Wild Hog went into this project with the goal of making a playable samurai film and they've capably accomplished that objective.,7
"A few hours in, you'll likely find yourself scratching your head as seemingly impossible puzzles best you. This can naturally be frustrating, especially as you move so slowly, but you'll feel like a genius once everything clicks. Many stages have optional bonus challenges once you solve them, earning you collectable scrolls complete with philosophical mumbo-jumbo. The main story is more interesting, told wordlessly through a series of dioramas, but it's the puzzles themselves that will keep you playing. It's not exactly original, but The Sojourn is a solid puzzler with well designed levels and some nice ideas.",8
"AiRace Xeno doesn't do anything we haven't seen before, but it's a finely-crafted time-attack racer that's well worth the low price for fans of sci-fi racing, with luscious visuals and a bumpin' soundtrack.",7
"Ultimate Marvel Vs Capcom 3 is just like the console version, but thanks to the stunning screen of Vita it is also more beautiful. The touch functions definitely work but could make the complex combat system too easy and unbalanced.",7
"Unless you happen to be an enemy of all things cool and funny, the first installment of Strong Bad is where it's at. This new monthly series shows tons of promise, and the next episode, Strong Badia the Free, looks even more delightfully ludicrous.",8
"Hunt the Night has good core mechanics and an interesting universe to explore. But this is the kind of experience that will cause frustration and players need to be ready to deal with that. A big time and energy investment are needed to master combat scenarios, especially when bosses are involved. Both the world and the presentation are good enough to keep players interested. There's also nothing better than finally winning a fight you've previously lost tens of times. Hunt the Night could have used a few extra concessions for newcomers but it's one of the best top-down combat-focused experiences for players who want to be challenged.",7
"If you&#146;re into what we call the thinking man&#146;s (or woman&#146;s) RTS, you owe it to yourself to check out Homeworld 2. If you&#146;re tired with the seemingly never-ending stream of first person shooters, give it a try - chances are, you will enjoy every bit of this as we have.",8
"River City Saga: Three Kingdoms is a side-scrolling brawler developed with love, full of humor and surprisingly rich in content. You won’t find a more charming series in this genre and Three Kingdoms shows how much you can still squeeze out of it by improving its formula.",8
"As beautiful and serene as After Us is, it tells a painful story of a world destroyed by the impact of humans. As you save each animal, the darkness that plagues the environment grows more pronounced, and you’re left wondering if this is a world even worth saving. This adventure will pique the curiosity of any player through its clever platforming sections, environment design, and strong narrative message.",8
"A brilliant fantasy turn-based strategy which borrows the best parts from those who came before. You’re going to manage cities in the vein of Civilization, fight battles reminiscent of Heroes of Might and Magic, but mainly you’re going to lead your people and shape them through magical evolution, resulting in a myriad combinations and playstyles. This is what a fun, addictive strategy game looks like.",9
American role-playing veterans who aren't absolutely dying to do turn-based battles on their shiny new console are advised to wait for a true RPG killer app on 360 -- however long that's going to take.,5
"The graphics are as beautiful as ever, the presentation is immaculate, the story keeps you gripped and your brain will appreciate the workout before you go back to killing it with beer, cheesy Wotsits and Hollyoaks. [PC Zone]",9
"Despite the amazing scope and intensity of the battles (during the Omaha Beach offensive I’ve burnt 750 German tanks and killed 17500 soldiers), there will come an inevitable moment when Officers becomes boring and turns into Blitzkrieg 2 on steroids.",6
"Saint Seiya: Brave Soldiers is game made for the fans. With around fifty characters to play as, three full story modes to experience and a netcode worthy of the modern age, it’s a title I feel hardcore fans of the series can enjoy.",7
"Intriguing – despite a mounting pile of evidence showing that it should be terrible. The characters and story are so outlandish and bizarre that they are fascinating – but the nonsense and clunky mechanics never coalesce into a satisfying experience. It lures you in with the promise of something unique, then botches the execution.",5
"Ultimately not a bad game, just ""too casual"". Definitely enjoyable for many, especially younger players, gamers with lives or those who actually prefer the simplicity. For a hardcore reviewer like me, the gameplay is unfortunately just too simple, repetitive and unchallenging.",6
"An interesting choice if you long for a proper challenge, and you don't mind there's no feast to your eyes. However, if rogue genre says nothing to you, take a different road. [Issue#232]",6
"The newest installment of Bohemia's military-game is a product with great potential, especially from the community’s side. Unfortunately Arma 3 is quite inaccessible and doesn't seem to grow along with modern game design on certain fronts. It's a game that lives through the community.",5
"Yonder is beautiful and relaxing, but only up to a certain point. It's great for the first few hours, wandering around and discovering new sights, but the world ultimately leaves you wanting more depth and personality to explore.",6
"Packed with a bevy of features, TimeSplitters Future Perfect is a cornucopia of candy-coated goodness for any FPS fan. If you start now, you just might be able to unlock everything by the time ""Halo 3"" ships to stores.",9
"When trying to sum up this game's single-player missions, the first phrases that come to mind are hopelessly outnumbered, completely surrounded, and best hide behind a big rock quick.",6
"Critter Café first hour exudes coziness as you begin collecting creatures and decorate your modest coffee house. But soon, it becomes painfully apparent that the developers did not flesh out their designs. The next eleven hours are filled with routine sokoban puzzles, playing four basic mini-games, and seeing the game’s eponymous animals not do much of anything. Do not squander your time with this one.",3
"Overall, you can't really expect a whole lot from Kill Team in terms of diversity – at it's core, it's a hack and slash/twin stick shooter with slight RPG elements. While I had a lot of fun with it, one can only hope THQ will branch out, show us more of the grimdarkness of the 40K world, and fix a few technical snags along the way.",6
"Singstar Ultimate Party is a fail, and the main part of it is because of the very bad quality of the smartphone app and the lack of true multiplayer mode which would involve more than two singers.",3
While the missions are well planned - important considering it’s called Th3 Plan - the cheesy dialogue and the 70’s synth-bass feels like they were all stolen from some bad movie that never wanted them in the first place.,5
"Final Fantasy's final swan song for the PlayStation 2 is a complete masterpiece. Square Enix's attention to detail and love for their craft is embodied through and through. This is an adventure that will, without a doubt, stand the tests of time.",9
"A great combination of genres that manages to really tax your brain, be great fun and work as a competitive and addictive multiplayer game. Not so great for solo players, though. [Issue#83, p.104]",7
"Essentially, Ratatouille would be a perfect purchase for somebody fitting any two of these criteria: a young child, somebody relatively unskilled at gaming or a huge fan of the film on which the game is based.",5
"The great sound, variety of characters, deep tactical options, and a neat ability-learning system will ensure that fans of the strategy-RPG genre will not be disappointed. Overall, La Pucelle: Tactics is a well-crafted gem that is clearly a labour of love from Nippon Ichi.",8
"This atmospheric puzzler/platformer takes you to a 50s dystopia. Playing as a kid with a little brother puts boundaries on you to go wherever you want freely. Monochroma is a great first start for the studio, but brings nothing new to this genre.",6
"Onimusha: Warlords for Nintendo Switch is a delight. It looks and plays well, it’s fun, and the in-game achievement system – aptly named Honors – motivates the player to replay the game several times. On average, most will be able to complete the game in around four hours. Despite the short duration, the journey is a quality one and something you’ll want to replay. Hopefully, Capcom has plans to bring the rest of the Onimusha series to the Nintendo Switch in the near future.",9
"Paleo Pines is overpriced and not worth it, because it doesn't come close to good farming sims or cozy games like Animal Crossing or Stardew Valley. The graphics and animations are lackluster. In addition, many mechanics are very tedious and annoying. The only unique factor, the cute dinosaurs, is simply not convincing enough to outweigh the flaws.",3
"The Driver franchise isn't quite ready for a bullet in the head, but it's definitely tired. Atari needs to let the series take some time off until there's a compelling non-financial reason to produce another installment, and Reflections should do some soul-searching to figure out which parts of the game work.",5
"Running around thwacking enemies feels fun enough, but poor A.I. renders your other party member nearly useless - you'll often have to switch between them just to keep them from getting killed. [Feb 2004, p.128]",6
"A fantastic game. I thoroughly enjoyed spelunking through the game’s massive world, and even though the story can get lackluster, it does excel when it tackles its religious themes.",6
"It's a case of missed opportunity with Castlevania Judgment. The concept sounds so enticing, but it doesn't take long to realize that the series has not done a good job of creating memorable characters. It tries to implement creative ideas, but nothing really clicks and both die hard fans and fighting game enthusiasts will be discouraged by gameplay that's anything but immortal.",8
"This is a solid game overall -- and without a doubt, All-Pro Football should continue building on this foundation. But if you were expecting 2K euphoria after two years on the sidelines, you'll be disappointed, as this one's got rust in many of the wrong places.",4
"This is a good example of how to bring a movie to consoles. In terms of gameplay, it's quite solid. Visually, it fulfills with honor. Raven Software has proven it can bring Marvel licenses to a good end.",6
"Warhammer 40,000: Kill Team is a fun, simple blast-a-thon that goes a little beyond typical twin-stick shooter mechanics with its classes and upgrade system and it takes place in one of the coolest settings in all of gaming.",7
"Vol. 1 still has bouts of incredible monotony, but with the increased speed of the battles and graphics that don't induce nausea, it makes for a fine -- but not really great -- role-playing adventure.",5
If you've always fancied the idea of having the genuine OutRun arcade cabinet experience with added online support then OutRun Online Arcade does exactly what it says on the tin while managing to be a lot of fun to boot.,8
"Folks, there is a lot to this game; it might not be a pure railroad / train management simulator, but it has a lot to offer, especially if you like puzzles. Everything runs very smoothly, and I didn't find any bugs. Some of the missions will require you to start from scratch where you need to locate resources, build or rather place the appropriate resource gathering buildings, assign the necessary workers and lay down rails, place stations, set the switches while adding the needed trains and its cars. Other missions might provide a jumbled-up mishmash collection of broken rails that need to be fixed and improved. Every mission will be different from the previous ones.",7
"The difficulty curve is spot-on but storytelling pacing could be better and more emotional. With core game play that becomes as monotonous as you'd expect, the side-stories needed higher stakes for more emotional investment.",6
