id,date,season_id,year,month,is_holiday,weekday,is_workingday,weather_condition,temperature,feels_like_temp,humidity,wind_speed,total_users
305,2018-11-01,4,0,11,0,2,1,1,16.434153,19.8544,68.375,9.083257,4068
306,2018-11-02,4,0,11,0,3,1,1,15.4775,19.50665,71.875,5.5001439,4186
307,2018-11-03,4,0,11,0,4,1,1,16.741653,20.29605,70.2083,9.166739,3974
308,2018-11-04,4,0,11,0,5,1,2,16.536653,20.1696,62.25,18.209193,4046
309,2018-11-05,4,0,11,0,6,0,1,13.393347,16.1927,51.9167,12.667154,3926
310,2018-11-06,4,0,11,0,0,0,1,14.281653,18.1179,73.4583,6.1676314,3649
311,2018-11-07,4,0,11,0,1,1,1,16.195,20.04355,75.875,3.834075,4035
312,2018-11-08,4,0,11,0,2,1,1,16.741653,20.6123,72.1667,4.6255125,4205
313,2018-11-09,4,0,11,0,3,1,1,16.4,20.45395,75.8333,4.1671186,4109
314,2018-11-10,4,0,11,0,4,1,2,15.58,18.68605,81.3333,12.667489,2933
315,2018-11-11,4,0,11,1,5,0,1,13.290847,15.34085,44.625,21.083225,3368
316,2018-11-12,4,0,11,0,6,0,1,14.623347,17.8971,55.2917,14.208154,4067
317,2018-11-13,4,0,11,0,0,0,1,18.074153,21.5275,45.8333,18.875307,3717
318,2018-11-14,4,0,11,0,1,1,1,21.73,26.2306,58.7083,20.541932,4486
319,2018-11-15,4,0,11,0,2,1,2,21.73,25.37895,68.875,13.375411,4195
320,2018-11-16,4,0,11,0,3,1,3,18.723347,22.5994,93.0,9.167543,1817
321,2018-11-17,4,0,11,0,4,1,2,14.008347,16.16105,57.5833,20.459254,3053
322,2018-11-18,4,0,11,0,5,1,1,11.240847,13.63605,41.0,11.291711,3392
323,2018-11-19,4,0,11,0,6,0,1,13.495847,16.22415,50.2083,15.041232,3663
324,2018-11-20,4,0,11,0,0,0,2,18.996653,22.8529,68.4583,12.45865,3520
325,2018-11-21,4,0,11,0,1,1,3,18.3475,22.2531,91.0,9.249618,2765
326,2018-11-22,4,0,11,0,2,1,3,17.083347,21.0848,96.25,7.959064,1607
327,2018-11-23,4,0,11,0,3,1,2,18.074153,21.52685,75.7917,22.500275,2566
328,2018-11-24,4,0,11,1,4,0,1,15.306653,18.62355,54.9167,11.209368,1495
329,2018-11-25,4,0,11,0,5,1,1,15.375,19.03355,64.375,6.6260186,2792
330,2018-11-26,4,0,11,0,6,0,1,15.409153,19.25435,68.1667,4.5841936,3068
331,2018-11-27,4,0,11,0,0,0,1,18.825847,22.79,69.8333,13.999918,3071
332,2018-11-28,4,0,11,0,1,1,1,20.642598,24.5061,74.3043,9.522174,3867
333,2018-11-29,4,0,11,0,2,1,2,18.791653,22.56875,83.0833,17.292164,2914
334,2018-11-30,4,0,11,0,3,1,1,13.325,15.56105,61.3333,18.167586,3613
335,2018-12-01,4,0,12,0,4,1,1,12.8125,15.2777,52.4583,14.750586,3727
336,2018-12-02,4,0,12,0,5,1,1,12.880847,16.57165,62.5833,6.750518,3940
337,2018-12-03,4,0,12,0,6,0,1,12.265847,15.5302,61.2917,6.4174811,3614
338,2018-12-04,4,0,12,0,0,0,1,13.564153,17.455,77.5833,5.6252061,3485
339,2018-12-05,4,0,12,0,1,1,2,15.819153,19.69625,82.7083,4.1679561,3811
340,2018-12-06,4,0,12,0,2,1,3,18.9625,22.82,94.9583,15.583061,2594
341,2018-12-07,4,0,12,0,3,1,3,16.81,20.0123,97.0417,17.833725,705
342,2018-12-08,4,0,12,0,4,1,1,10.899153,12.8469,58.0,16.083886,3322
343,2018-12-09,4,0,12,0,5,1,1,11.924153,15.8771,69.5833,5.5420189,3620
344,2018-12-10,4,0,12,0,6,0,1,11.275,13.3206,50.75,15.625807,3190
345,2018-12-11,4,0,12,0,0,0,1,9.054153,12.6577,49.0,4.4582939,2743
346,2018-12-12,4,0,12,0,1,1,1,9.771653,13.5098,67.0833,4.25115,3310
347,2018-12-13,4,0,12,0,2,1,1,11.5825,15.0569,59.0,9.41685,3523
348,2018-12-14,4,0,12,0,3,1,2,13.0175,16.9181,66.375,4.0842061,3740
349,2018-12-15,4,0,12,0,4,1,2,17.3225,20.61185,63.4167,17.958814,3709
350,2018-12-16,4,0,12,0,5,1,2,15.375,17.99125,50.0417,17.458525,3577
351,2018-12-17,4,0,12,0,6,0,2,10.591653,12.46855,56.0833,16.292189,2739
352,2018-12-18,4,0,12,0,0,0,1,9.771653,12.27895,58.625,11.375193,2431
353,2018-12-19,4,0,12,0,1,1,1,11.343347,14.04665,63.75,11.584032,3403
354,2018-12-20,4,0,12,0,2,1,2,15.819153,19.8227,59.5417,4.1252436,3750
355,2018-12-21,1,0,12,0,3,1,2,17.561653,21.40085,85.8333,14.8338,2660
356,2018-12-22,1,0,12,0,4,1,2,17.356653,21.30605,75.75,3.167425,3068
357,2018-12-23,1,0,12,0,5,1,1,15.306653,18.87565,68.625,18.374482,2209
358,2018-12-24,1,0,12,0,6,0,1,12.4025,14.9621,54.25,12.750368,1011
359,2018-12-25,1,0,12,0,0,0,1,11.266103,13.99805,68.1304,10.391097,754
360,2018-12-26,1,0,12,1,1,0,1,13.191299,15.77675,50.6957,16.044155,1317
361,2018-12-27,1,0,12,0,2,1,2,13.325,16.38165,76.25,12.62615,1162
362,2018-12-28,1,0,12,0,3,1,1,12.26433,13.9987,50.3913,19.695387,2302
363,2018-12-29,1,0,12,0,4,1,1,10.181653,13.1946,57.4167,8.000604,2423
364,2018-12-30,1,0,12,0,5,1,1,12.778347,15.9406,63.6667,9.000579,2999
365,2018-12-31,1,0,12,0,6,0,1,16.81,20.70605,61.5833,14.750318,2485
366,2019-01-01,1,1,1,0,0,0,1,15.17,18.78105,69.25,12.875189,2294
367,2019-01-02,1,1,1,1,1,0,1,11.194763,12.6152,38.1304,22.087555,1951
368,2019-01-03,1,1,1,0,2,1,1,6.15,6.31375,44.125,24.499957,2236
369,2019-01-04,1,1,1,0,3,1,2,4.4075,5.96685,41.4583,12.3749,2368
370,2019-01-05,1,1,1,0,4,1,1,10.899153,13.9206,52.4167,8.709129,3272
371,2019-01-06,1,1,1,0,5,1,1,13.700847,17.01335,54.2083,11.249836,4098
372,2019-01-07,1,1,1,0,6,0,1,16.126653,19.53895,53.1667,11.708786,4521
373,2019-01-08,1,1,1,0,0,0,1,13.8375,17.0129,46.5,12.833314,3425
374,2019-01-09,1,1,1,0,1,1,2,9.190847,12.37395,70.1667,6.6263,2376
375,2019-01-10,1,1,1,0,2,1,1,12.656536,15.9413,64.6522,12.565984,3598
376,2019-01-11,1,1,1,0,3,1,2,11.240847,14.14105,84.75,8.791807,2177
377,2019-01-12,1,1,1,0,4,1,2,15.6825,19.0969,80.2917,12.124789,4097
378,2019-01-13,1,1,1,0,5,1,1,11.240847,12.4681,50.75,25.333236,3214
379,2019-01-14,1,1,1,0,6,0,1,7.38,9.15435,45.75,12.541261,2493
380,2019-01-15,1,1,1,0,0,0,1,6.833347,8.08125,41.9167,16.834286,2311
381,2019-01-16,1,1,1,1,1,0,1,7.79,9.53315,52.25,15.500986,2298
382,2019-01-17,1,1,1,0,2,1,2,15.294763,18.2139,71.6087,23.39171,2935
383,2019-01-18,1,1,1,0,3,1,1,12.436653,13.7627,44.3333,27.833743,3376
384,2019-01-19,1,1,1,0,4,1,1,7.79,9.5019,49.75,14.750586,3292
385,2019-01-20,1,1,1,0,5,1,2,8.9175,11.0479,45.0,13.58425,3163
386,2019-01-21,1,1,1,0,6,0,2,7.106653,8.74375,83.125,14.917014,1301
387,2019-01-22,1,1,1,0,0,0,2,6.6625,8.1125,79.625,13.375746,1977
388,2019-01-23,1,1,1,0,1,1,2,8.951653,12.1529,91.125,7.417436,2432
389,2019-01-24,1,1,1,0,2,1,1,14.0425,17.4554,83.5833,8.292389,4339
390,2019-01-25,1,1,1,0,3,1,1,12.060847,14.74105,64.375,10.791757,4270
391,2019-01-26,1,1,1,0,4,1,2,14.008347,17.8025,76.9583,4.9175186,4075
392,2019-01-27,1,1,1,0,5,1,2,17.425,20.76915,74.125,22.958689,3456
393,2019-01-28,1,1,1,0,6,0,1,12.949153,16.31895,54.3333,14.125543,4023
394,2019-01-29,1,1,1,0,0,0,1,11.5825,13.63605,31.125,16.08335,3243
395,2019-01-30,1,1,1,0,1,1,1,11.035847,13.13125,40.0833,14.458064,3624
396,2019-01-31,1,1,1,0,2,1,1,15.99,19.06585,41.6667,17.541739,4509
397,2019-02-01,1,1,2,0,3,1,1,19.235847,23.3269,50.7917,12.667489,4579
398,2019-02-02,1,1,2,0,4,1,2,16.365847,19.94855,67.2917,12.541529,3761
399,2019-02-03,1,1,2,0,5,1,1,12.846653,15.4673,52.6667,11.959232,4151
400,2019-02-04,1,1,2,0,6,0,2,10.830847,13.63625,77.9583,8.167032,2832
401,2019-02-05,1,1,2,0,0,0,2,10.899153,13.22605,68.7917,11.791732,2947
402,2019-02-06,1,1,2,0,1,1,1,11.586969,14.8213,62.2174,10.3046,3784
403,2019-02-07,1,1,2,0,2,1,1,14.520847,18.0552,49.625,9.874393,4375
404,2019-02-08,1,1,2,0,3,1,2,10.523347,13.32105,72.2917,8.959307,2802
405,2019-02-09,1,1,2,0,4,1,1,10.865,13.0994,56.2083,13.000479,3830
406,2019-02-10,1,1,2,0,5,1,2,11.514153,14.6779,54.0,7.834243,3831
407,2019-02-11,1,1,2,0,6,0,3,9.190847,10.54335,73.125,19.416332,2169
408,2019-02-12,1,1,2,0,0,0,1,5.2275,5.0829,46.4583,27.417204,1529
409,2019-02-13,1,1,2,0,1,1,1,9.1225,11.39565,41.125,11.207961,3422
410,2019-02-14,1,1,2,0,2,1,2,13.085847,16.6973,50.875,9.458993,3922
411,2019-02-15,1,1,2,0,3,1,1,14.281653,17.58145,53.125,12.1672,4169
412,2019-02-16,1,1,2,0,4,1,2,12.983347,16.5081,75.2917,6.125475,3005
413,2019-02-17,1,1,2,0,5,1,1,14.076653,17.58145,63.4583,13.791682,4154
414,2019-02-18,1,1,2,0,6,0,1,14.213347,17.77125,53.4583,12.792243,4318
415,2019-02-19,1,1,2,0,0,0,2,11.48,13.2894,51.5833,16.958504,2689
416,2019-02-20,1,1,2,1,1,0,1,11.48,13.66955,50.7826,15.348561,3129
417,2019-02-21,1,1,2,0,2,1,1,11.800866,14.75565,59.4348,13.783039,3777
418,2019-02-22,1,1,2,0,3,1,1,16.229153,19.63335,56.7917,15.709557,4773
419,2019-02-23,1,1,2,0,4,1,1,18.620847,22.2223,55.4583,12.791171,5062
420,2019-02-24,1,1,2,0,5,1,2,16.7075,20.54855,73.75,15.916989,3487
421,2019-02-25,1,1,2,0,6,0,1,11.924153,12.78375,39.5833,28.250014,2732
422,2019-02-26,1,1,2,0,0,0,1,11.445847,13.4154,41.0,13.750343,3389
423,2019-02-27,1,1,2,0,1,1,1,15.033347,17.8977,49.0833,17.958211,4322
424,2019-02-28,1,1,2,0,2,1,1,14.725847,17.67625,39.5833,12.958939,4363
425,2019-02-28,1,1,2,0,3,1,2,14.725847,17.67625,39.5833,12.958939,1834
426,2019-03-01,1,1,3,0,4,1,1,19.919153,23.76855,61.5417,15.208129,4990
427,2019-03-02,1,1,3,0,5,1,2,14.486653,17.9921,65.7083,9.708568,3194
428,2019-03-03,1,1,3,0,6,0,2,16.980847,20.6746,62.125,10.792293,4066
429,2019-03-04,1,1,3,0,0,0,1,13.359153,15.15105,40.3333,22.416257,3423
430,2019-03-05,1,1,3,0,1,1,1,9.976653,12.05855,50.625,15.333486,3333
431,2019-03-06,1,1,3,0,2,1,1,10.591653,12.7521,45.6667,13.458625,3956
432,2019-03-07,1,1,3,0,3,1,1,16.570847,19.255,51.3333,23.167193,4916
433,2019-03-08,1,1,3,0,4,1,1,21.6275,26.2302,56.75,29.584721,5382
434,2019-03-09,1,1,3,0,5,1,2,16.844153,19.85415,40.7083,27.7916,4569
435,2019-03-10,1,1,3,0,6,0,1,11.7875,13.88835,35.0417,15.12525,4118
436,2019-03-11,1,1,3,0,0,0,1,14.831299,17.9835,47.6957,14.913329,4911
437,2019-03-12,1,1,3,0,1,1,1,19.133347,22.9796,48.9167,13.916771,5298
438,2019-03-13,1,1,3,0,2,1,1,23.165,27.14645,61.75,15.87565,5847
439,2019-03-14,1,1,3,0,3,1,1,23.4725,27.43085,50.7083,7.709154,6312
440,2019-03-15,1,1,3,0,4,1,1,22.8575,26.64125,57.9583,10.042161,6192
441,2019-03-16,1,1,3,0,5,1,2,17.869153,21.81145,84.2083,7.583864,4378
442,2019-03-17,1,1,3,0,6,0,2,21.080847,25.2523,75.5833,7.417168,7836
443,2019-03-18,1,1,3,0,0,0,2,19.3725,23.2,81.0,8.501161,5892
444,2019-03-19,1,1,3,0,1,1,1,22.345,26.64105,72.875,10.875239,6153
445,2019-03-20,1,1,3,0,2,1,1,22.994153,26.92665,80.7917,8.125157,6093
446,2019-03-21,2,1,3,0,3,1,2,21.798347,25.6629,82.125,6.0004061,6230
447,2019-03-22,2,1,3,0,4,1,1,22.720847,26.57835,83.125,7.876654,6871
448,2019-03-23,2,1,3,0,5,1,2,24.668347,28.50335,69.4167,7.7921,8362
449,2019-03-24,2,1,3,0,6,0,2,20.6025,24.33665,88.5417,12.916461,3372
450,2019-03-25,2,1,3,0,0,0,2,17.9375,21.8744,88.0833,14.791925,4996
451,2019-03-26,2,1,3,0,1,1,1,18.279153,21.9375,47.7917,25.917007,5558
452,2019-03-27,2,1,3,0,2,1,1,13.256653,15.7827,29.0,12.541864,5102
453,2019-03-28,2,1,3,0,3,1,1,19.850847,23.5475,48.125,19.541957,5698
454,2019-03-29,2,1,3,0,4,1,1,20.260847,24.1152,43.9167,21.41655,6133
455,2019-03-30,2,1,3,0,5,1,2,15.17,18.78105,58.0833,9.250489,5459
456,2019-03-31,2,1,3,0,6,0,2,17.390847,21.0854,73.8333,16.791339,6235
457,2019-04-01,2,1,4,0,0,0,2,17.459153,20.86435,67.625,11.541889,6041
458,2019-04-02,2,1,4,0,1,1,1,17.790433,21.37565,50.4348,20.913313,5936
459,2019-04-03,2,1,4,0,2,1,1,19.133347,23.07415,39.6667,6.708911,6772
460,2019-04-04,2,1,4,0,3,1,1,22.208347,26.6725,46.9583,12.125325,6436
461,2019-04-05,2,1,4,0,4,1,1,17.835,21.55815,37.4167,14.708443,6457
462,2019-04-06,2,1,4,0,5,1,1,16.536653,19.53835,37.7083,20.125996,6460
463,2019-04-07,2,1,4,0,6,0,1,17.9375,21.30645,25.4167,18.416357,6857
464,2019-04-08,2,1,4,0,0,0,1,20.5,24.62125,27.5833,15.583932,5169
465,2019-04-09,2,1,4,0,1,1,1,20.055847,23.8319,31.75,23.999132,5585
466,2019-04-10,2,1,4,0,2,1,1,18.313347,21.81165,43.5,16.708125,5918
467,2019-04-11,2,1,4,0,3,1,1,14.296536,16.8637,46.9565,19.783358,4862
468,2019-04-12,2,1,4,0,4,1,1,16.2975,19.3802,46.625,19.458743,5409
469,2019-04-13,2,1,4,0,5,1,1,18.1425,21.5904,40.8333,10.416557,6398
470,2019-04-14,2,1,4,0,6,0,1,20.295,24.3998,50.2917,12.791439,7460
471,2019-04-15,2,1,4,0,0,0,1,24.873347,28.69375,50.7917,15.083643,7132
472,2019-04-16,2,1,4,1,1,0,1,27.230847,30.74625,56.1667,19.083543,6370
473,2019-04-17,2,1,4,0,2,1,1,24.941653,29.92435,39.0417,18.333143,6691
474,2019-04-18,2,1,4,0,3,1,2,18.996653,22.8519,56.9167,11.250104,4367
475,2019-04-19,2,1,4,0,4,1,1,20.431653,24.6523,61.25,4.4172564,6565
476,2019-04-20,2,1,4,0,5,1,1,21.593347,25.78875,69.4583,10.041357,7290
477,2019-04-21,2,1,4,0,6,0,1,23.37,27.14605,68.2917,19.000329,6624
478,2019-04-22,2,1,4,0,0,0,3,16.263347,19.4752,83.5417,23.084582,1027
479,2019-04-23,2,1,4,0,1,1,2,13.188347,15.05625,76.6667,20.334232,3214
480,2019-04-24,2,1,4,0,2,1,1,16.946653,20.26415,45.4167,16.708661,5633
481,2019-04-25,2,1,4,0,3,1,1,19.543347,23.51585,42.7917,7.959064,6196
482,2019-04-26,2,1,4,0,4,1,2,20.431653,24.17915,75.6667,11.833875,5026
483,2019-04-27,2,1,4,0,5,1,1,18.7575,22.63185,40.0833,23.291411,6233
484,2019-04-28,2,1,4,0,6,0,2,15.443347,18.8752,48.9583,8.708325,4220
485,2019-04-29,2,1,4,0,0,0,1,18.791653,22.50605,58.7083,7.832836,6304
486,2019-04-30,2,1,4,0,1,1,2,19.030847,22.8848,57.0,11.499746,5572
487,2019-05-01,2,1,5,0,2,1,2,25.146653,28.85105,65.9583,10.458432,5740
488,2019-05-02,2,1,5,0,3,1,1,23.130847,26.8948,79.7083,9.249886,6169
489,2019-05-03,2,1,5,0,4,1,2,22.96,26.8621,76.8333,8.957632,6421
490,2019-05-04,2,1,5,0,5,1,1,25.7275,29.54585,73.5417,10.916846,6296
491,2019-05-05,2,1,5,0,6,0,2,25.488347,29.2304,75.6667,10.250464,6883
492,2019-05-06,2,1,5,0,0,0,2,23.0625,27.33685,74.0,10.041893,6359
493,2019-05-07,2,1,5,0,1,1,2,22.0375,26.3571,66.4167,15.458307,6273
494,2019-05-08,2,1,5,0,2,1,2,23.848347,27.87355,68.5833,19.833943,5728
495,2019-05-09,2,1,5,0,3,1,2,23.575,27.65125,74.4167,14.499604,4717
496,2019-05-10,2,1,5,0,4,1,1,20.739153,24.58915,55.2083,21.042221,6572
497,2019-05-11,2,1,5,0,5,1,1,21.866653,26.04165,36.0417,15.874779,7030
498,2019-05-12,2,1,5,0,6,0,1,23.130847,27.24085,48.0417,8.249911,7429
499,2019-05-13,2,1,5,0,0,0,1,25.1125,29.2619,57.625,15.082839,6118
500,2019-05-14,2,1,5,0,1,1,2,23.506653,27.495,78.9583,14.250364,2843
501,2019-05-15,2,1,5,0,2,1,2,25.078347,28.8202,79.4583,9.875264,5115
502,2019-05-16,2,1,5,0,3,1,1,26.103347,29.79875,69.7917,8.208304,7424
503,2019-05-17,2,1,5,0,4,1,1,24.326653,28.63065,52.0,15.374825,7384
504,2019-05-18,2,1,5,0,5,1,1,23.130847,27.55605,52.3333,9.166739,7639
505,2019-05-19,2,1,5,0,6,0,1,24.6,28.3454,45.625,5.626325,8294
506,2019-05-20,2,1,5,0,0,0,1,25.454153,29.19835,53.0417,17.042589,7129
507,2019-05-21,2,1,5,0,1,1,2,24.531653,28.28335,81.125,15.624668,4359
508,2019-05-22,2,1,5,0,2,1,2,25.215,29.04125,76.5833,7.917189,6073
509,2019-05-23,2,1,5,0,3,1,2,25.488347,29.2306,77.4583,6.834,5260
510,2019-05-24,2,1,5,0,4,1,1,26.855,30.335,71.6667,11.584032,6770
511,2019-05-25,2,1,5,0,5,1,1,27.88,31.37645,74.7083,9.41685,6734
512,2019-05-26,2,1,5,0,6,0,1,28.3925,32.1348,73.25,13.332464,6536
513,2019-05-27,2,1,5,0,0,0,1,28.29,32.07125,69.7083,14.416457,6591
514,2019-05-28,2,1,5,1,1,0,1,29.2125,33.965,67.625,13.166907,6043
515,2019-05-29,2,1,5,0,2,1,1,29.6225,33.6496,68.4583,19.7918,5743
516,2019-05-30,2,1,5,0,3,1,2,26.923347,30.55645,67.0,9.000043,6855
517,2019-05-31,2,1,5,0,4,1,1,27.88,31.56645,49.2917,13.083693,7338
518,2019-06-01,2,1,6,0,5,1,2,26.820847,30.3981,75.5417,15.916721,4127
519,2019-06-02,2,1,6,0,6,0,1,23.916653,28.3144,54.9167,12.499654,8120
520,2019-06-03,2,1,6,0,0,0,1,24.7025,28.75665,49.3333,12.333829,7641
521,2019-06-04,2,1,6,0,1,1,1,24.4975,28.91415,48.7083,19.083811,6998
522,2019-06-05,2,1,6,0,2,1,2,22.174153,26.2946,61.3333,14.041525,7001
523,2019-06-06,2,1,6,0,3,1,1,22.720847,27.1146,61.125,5.167375,7055
524,2019-06-07,2,1,6,0,4,1,1,24.7025,28.4721,56.7083,10.54245,7494
525,2019-06-08,2,1,6,0,5,1,1,26.615847,29.8931,46.7917,11.750661,7736
526,2019-06-09,2,1,6,0,6,0,1,29.144153,32.41835,43.7083,9.667229,7498
527,2019-06-10,2,1,6,0,0,0,1,29.793347,33.17585,53.8333,8.959307,6598
528,2019-06-11,2,1,6,0,1,1,2,29.554153,32.98605,58.7917,13.916771,6664
529,2019-06-12,2,1,6,0,2,1,2,26.786653,29.89375,83.3333,14.374582,4972
530,2019-06-13,2,1,6,0,3,1,1,26.889153,30.55585,58.2083,22.999693,7421
531,2019-06-14,2,1,6,0,4,1,1,26.581653,31.21915,56.9583,17.000111,7363
532,2019-06-15,2,1,6,0,5,1,1,26.205847,29.9877,58.9583,11.833339,7665
533,2019-06-16,2,1,6,0,6,0,1,25.898347,29.7354,50.4167,11.166689,7702
534,2019-06-17,2,1,6,0,0,0,1,24.2925,28.59875,59.875,9.708568,6978
535,2019-06-18,2,1,6,0,1,1,2,23.301653,27.2421,77.7917,11.707982,5099
536,2019-06-19,2,1,6,0,2,1,1,28.221653,32.7346,69.0,9.917139,6825
537,2019-06-20,2,1,6,0,3,1,1,32.0825,36.04875,59.2083,7.625404,6211
538,2019-06-21,3,1,6,0,4,1,1,33.039153,37.6271,56.7917,7.958729,5905
539,2019-06-22,3,1,6,0,5,1,1,31.8775,36.20605,57.375,12.250414,5823
540,2019-06-23,3,1,6,0,6,0,1,29.998347,32.6396,53.4583,12.041307,7458
541,2019-06-24,3,1,6,0,0,0,1,30.476653,33.7127,47.9167,9.750175,6891
542,2019-06-25,3,1,6,0,1,1,1,29.349153,32.7021,50.4167,20.125661,6779
543,2019-06-26,3,1,6,0,2,1,1,25.864153,29.7352,37.3333,23.292014,7442
544,2019-06-27,3,1,6,0,3,1,1,28.5975,32.0396,36.0,18.208925,7335
545,2019-06-28,3,1,6,0,4,1,1,30.715847,33.7756,42.25,11.50055,6879
546,2019-06-29,3,1,6,0,5,1,1,34.200847,39.33065,48.875,11.082939,5463
547,2019-06-30,3,1,6,0,6,0,1,31.365,34.3754,60.125,10.791757,5687
548,2019-07-01,3,1,7,0,0,0,1,33.449153,37.53145,51.875,11.291443,5531
549,2019-07-02,3,1,7,0,1,1,1,32.048347,35.1019,44.7083,13.082889,6227
550,2019-07-03,3,1,7,0,2,1,1,32.014153,35.1325,49.2083,8.457879,6660
551,2019-07-04,3,1,7,1,3,0,1,32.355847,36.61685,53.875,9.04165,7403
552,2019-07-05,3,1,7,0,4,1,1,33.9275,38.06835,45.7917,12.999943,6241
553,2019-07-06,3,1,7,0,5,1,1,33.961653,37.62665,45.0833,9.791514,6207
554,2019-07-07,3,1,7,0,6,0,1,35.328347,40.24565,49.2083,10.958118,4840
555,2019-07-08,3,1,7,0,0,0,1,33.7225,39.5198,57.375,8.417143,4672
556,2019-07-09,3,1,7,0,1,1,2,29.144153,32.7027,68.3333,12.125325,6569
557,2019-07-10,3,1,7,0,2,1,2,29.554153,33.2398,66.75,10.166379,6290
558,2019-07-11,3,1,7,0,3,1,1,29.383347,32.51355,63.3333,10.166111,7264
559,2019-07-12,3,1,7,0,4,1,1,29.349153,32.73415,52.9583,9.833925,7446
560,2019-07-13,3,1,7,0,5,1,2,29.998347,33.39665,48.5833,5.41695,7499
561,2019-07-14,3,1,7,0,6,0,2,28.836653,33.3021,69.9167,9.626493,6969
562,2019-07-15,3,1,7,0,0,0,1,30.579153,35.2598,71.7917,11.166689,6031
563,2019-07-16,3,1,7,0,1,1,1,31.296653,36.20625,64.5,11.000529,6830
564,2019-07-17,3,1,7,0,2,1,1,33.551653,37.78415,50.5833,7.666743,6786
565,2019-07-18,3,1,7,0,3,1,1,32.526653,37.27915,57.7083,9.208614,5713
566,2019-07-19,3,1,7,0,4,1,1,31.57,35.7321,60.0417,11.083743,6591
567,2019-07-20,3,1,7,0,5,1,2,27.299153,30.65125,84.4167,14.000789,5870
568,2019-07-21,3,1,7,0,6,0,3,24.429153,27.4956,86.5417,14.2911,4459
569,2019-07-22,3,1,7,0,0,0,2,27.3675,31.15625,76.25,6.2926936,7410
570,2019-07-23,3,1,7,0,1,1,1,30.408347,34.50085,69.4167,9.291761,6966
571,2019-07-24,3,1,7,0,2,1,1,30.784153,35.3225,65.5,14.167418,7592
572,2019-07-25,3,1,7,0,3,1,1,29.690847,32.7027,45.0,11.0416,8173
573,2019-07-26,3,1,7,0,4,1,1,31.843347,36.96315,59.6667,19.082471,6861
574,2019-07-27,3,1,7,0,5,1,1,32.048347,36.71085,59.4583,10.250464,6904
575,2019-07-28,3,1,7,0,6,0,1,30.989153,34.8802,61.3333,10.54245,6685
576,2019-07-29,3,1,7,0,0,0,1,29.588347,33.39665,62.375,11.416532,6597
577,2019-07-30,3,1,7,0,1,1,1,29.964153,34.24935,66.875,10.292339,7105
578,2019-07-31,3,1,7,0,2,1,1,29.246653,33.1448,70.4167,11.083475,7216
579,2019-08-01,3,1,8,0,3,1,1,29.4175,33.3654,67.75,9.458993,7580
580,2019-08-02,3,1,8,0,4,1,1,30.8525,35.3544,65.9583,8.666718,7261
581,2019-08-03,3,1,8,0,5,1,2,31.399153,36.14335,64.25,14.458064,7175
582,2019-08-04,3,1,8,0,6,0,1,32.526653,37.56335,61.3333,17.249686,6824
583,2019-08-05,3,1,8,0,0,0,1,31.535847,36.55395,65.25,19.458207,5464
584,2019-08-06,3,1,8,0,1,1,2,30.8525,35.5123,65.4167,8.666718,7013
585,2019-08-07,3,1,8,0,2,1,2,30.169153,34.88105,70.375,7.832836,7273
586,2019-08-08,3,1,8,0,3,1,2,30.75,35.38585,67.2917,7.4169,7534
587,2019-08-09,3,1,8,0,4,1,1,30.989153,34.9754,62.0417,10.4587,7286
588,2019-08-10,3,1,8,0,5,1,2,29.349153,33.3971,71.5833,16.000471,5786
589,2019-08-11,3,1,8,0,6,0,2,28.3925,31.91335,73.2917,13.834093,6299
590,2019-08-12,3,1,8,0,0,0,1,28.734153,32.22895,53.0417,8.208304,6544
591,2019-08-13,3,1,8,0,1,1,1,29.554153,33.1127,54.5417,9.126204,6883
592,2019-08-14,3,1,8,0,2,1,1,29.793347,33.83895,68.6667,11.333586,6784
593,2019-08-15,3,1,8,0,3,1,1,28.973347,32.70185,61.9583,11.374657,7347
594,2019-08-16,3,1,8,0,4,1,1,29.485847,32.7344,51.9167,9.500332,7605
595,2019-08-17,3,1,8,0,5,1,1,29.656653,12.12,57.0833,15.500718,7148
596,2019-08-18,3,1,8,0,6,0,1,27.811653,30.90355,60.3333,11.917089,7865
597,2019-08-19,3,1,8,0,0,0,2,26.069153,30.1777,71.1667,5.79215,4549
598,2019-08-20,3,1,8,0,1,1,2,26.069153,29.79835,73.4167,8.708593,6530
599,2019-08-21,3,1,8,0,2,1,1,26.615847,30.05125,67.375,4.8756436,7006
600,2019-08-22,3,1,8,0,3,1,1,27.3675,31.0927,67.7083,4.7089811,7375
601,2019-08-23,3,1,8,0,4,1,1,28.529153,31.8504,63.5833,5.6679186,7765
602,2019-08-24,3,1,8,0,5,1,2,28.8025,32.355,61.5,4.8337686,7582
603,2019-08-25,3,1,8,0,6,0,2,27.128347,30.9348,71.2917,16.375336,6053
604,2019-08-26,3,1,8,0,0,0,2,26.786653,29.7998,84.5833,15.333486,5255
605,2019-08-27,3,1,8,0,1,1,1,28.836653,32.7344,73.0417,8.625111,6917
606,2019-08-28,3,1,8,0,2,1,1,29.861653,33.3025,62.0,12.791975,7040
607,2019-08-29,3,1,8,0,3,1,1,28.085,31.78665,55.2083,7.541654,7697
608,2019-08-30,3,1,8,0,4,1,1,28.973347,32.63895,59.0417,5.1668189,7713
609,2019-08-31,3,1,8,0,5,1,1,31.330847,34.47,58.75,11.291711,7350
